FeatureName,Year,Value,Energy Type,Energy Consuming Sector
Orkney Islands,2017,6.399,Bioenergy & Wastes,Domestic
Moray,2017,1937.887,All,Industrial & Commercial
Orkney Islands,2017,2.387,Bioenergy & Wastes,Industrial
Renfrewshire,2017,5.71,Bioenergy & Wastes,Domestic
Shetland Islands,2017,0,Gas,Domestic
East Renfrewshire,2017,2.68,Petroleum Products,Rail
Renfrewshire,2017,0,Bioenergy & Wastes,Commercial
City of Edinburgh,2017,5.644,Petroleum Products,Commercial
Shetland Islands,2017,6.148,Bioenergy & Wastes,Domestic
Shetland Islands,2017,0,Gas,All
South Ayrshire,2017,414.004,Gas,Industrial
Moray,2017,91.763,Petroleum Products,Industrial
East Renfrewshire,2017,2.087,Manufactured Fuels,All
City of Edinburgh,2017,0,Coal,Rail
East Lothian,2017,296.46,Electricity,Industrial & Commercial
Moray,2017,0.249,Coal,Commercial
Shetland Islands,2017,0,Gas,Commercial
East Renfrewshire,2017,15.851,Bioenergy & Wastes,Road Transport
Moray,2017,494.608,Electricity,All
East Lothian,2017,1312.586,All,Industrial & Commercial
City of Edinburgh,2017,20.786,Coal,All
Renfrewshire,2017,772.197,Electricity,All
Renfrewshire,2017,0.824,Coal,All
Renfrewshire,2017,0.013,Coal,Commercial
City of Edinburgh,2017,4713.585,Gas,All
East Renfrewshire,2017,0,Bioenergy & Wastes,Industrial
City of Edinburgh,2017,3667.605,All,Industrial & Commercial
Moray,2017,32.467,Bioenergy & Wastes,Industrial
Renfrewshire,2017,146.383,Petroleum Products,Industrial
East Renfrewshire,2017,0,Manufactured Fuels,Industrial
City of Edinburgh,2017,10219.719,All,All
Moray,2017,112.974,Electricity,Commercial
Orkney Islands,2017,2.424,Manufactured Fuels,Domestic
Moray,2017,24.307,Coal,All
East Lothian,2017,20.995,Bioenergy & Wastes,Road Transport
Orkney Islands,2017,1.654,Bioenergy & Wastes,Commercial
South Ayrshire,2017,203.126,Electricity,Domestic
Orkney Islands,2017,0,Petroleum Products,Rail
Shetland Islands,2017,0,Coal,Agriculture
City of Edinburgh,2017,3028.715,Petroleum Products,All
East Renfrewshire,2017,79.816,Electricity,Industrial & Commercial
East Renfrewshire,2017,33.328,Gas,Commercial
East Renfrewshire,2017,758.067,Gas,All
Renfrewshire,2017,1361.77,All,Domestic
Moray,2017,3375.954,All,All
Orkney Islands,2017,226.792,All,Industrial & Commercial
City of Edinburgh,2017,2333.823,Electricity,All
Renfrewshire,2017,287.862,Electricity,Domestic
City of Edinburgh,2017,540.155,Electricity,Commercial
Orkney Islands,2017,512.199,All,All
Moray,2017,18.15,Coal,Industrial
Shetland Islands,2017,33.935,Electricity,Commercial
Moray,2017,17.372,Bioenergy & Wastes,Domestic
Shetland Islands,2017,99.122,Electricity,Domestic
East Lothian,2017,0.867,Manufactured Fuels,Industrial
Moray,2017,6.171,Manufactured Fuels,Domestic
City of Edinburgh,2017,2717.173,Petroleum Products,Road Transport
Orkney Islands,2017,0,Coal,Agriculture
City of Edinburgh,2017,858.892,Electricity,Domestic
Orkney Islands,2017,3.832,Coal,Industrial
Moray,2017,447.894,Gas,Domestic
City of Edinburgh,2017,17.081,Coal,Industrial
South Ayrshire,2017,61.967,Petroleum Products,Domestic
Shetland Islands,2017,2,Coal,Domestic
Orkney Islands,2017,0,Gas,Commercial
Renfrewshire,2017,19.007,Petroleum Products,Agriculture
Orkney Islands,2017,0,Gas,Industrial
City of Edinburgh,2017,1301.322,Gas,Industrial
East Renfrewshire,2017,0.838,Coal,Domestic
Moray,2017,932.766,Gas,Industrial
East Lothian,2017,791.692,Petroleum Products,Road Transport
Moray,2017,6.171,Manufactured Fuels,All
City of Edinburgh,2017,3709.095,All,Domestic
Orkney Islands,2017,2.424,Manufactured Fuels,All
City of Edinburgh,2017,0,Coal,Agriculture
South Ayrshire,2017,1154.786,Petroleum Products,All
Renfrewshire,2017,1206.68,All,Transport
Shetland Islands,2017,4.372,Bioenergy & Wastes,Road Transport
East Renfrewshire,2017,0,Bioenergy & Wastes,Commercial
Renfrewshire,2017,31.337,Bioenergy & Wastes,Road Transport
Orkney Islands,2017,138.948,Electricity,All
Renfrewshire,2017,0,Coal,Rail
South Ayrshire,2017,0,Coal,Agriculture
South Ayrshire,2017,821.637,Petroleum Products,Road Transport
East Lothian,2017,66.633,Gas,Commercial
Shetland Islands,2017,0.112,Manufactured Fuels,Industrial
Renfrewshire,2017,11.539,Petroleum Products,Domestic
East Renfrewshire,2017,0,Coal,Agriculture
East Lothian,2017,39.3,Petroleum Products,Agriculture
East Renfrewshire,2017,29.23,Electricity,Commercial
Orkney Islands,2017,7.388,Coal,All
Renfrewshire,2017,1354.442,Petroleum Products,All
Orkney Islands,2017,0.427,Petroleum Products,Public Sector
Orkney Islands,2017,0,Manufactured Fuels,Industrial
City of Edinburgh,2017,934.776,Electricity,Industrial
Orkney Islands,2017,32.627,Petroleum Products,Industrial
South Ayrshire,2017,2964.389,All,All
Renfrewshire,2017,0,Coal,Industrial
Orkney Islands,2017,36.232,Electricity,Industrial
East Lothian,2017,4.649,Manufactured Fuels,Domestic
South Ayrshire,2017,0,Coal,Rail
East Lothian,2017,486.305,Electricity,All
City of Edinburgh,2017,1474.931,Electricity,Industrial & Commercial
Moray,2017,3.851,Petroleum Products,Public Sector
South Ayrshire,2017,0,Bioenergy & Wastes,Commercial
Orkney Islands,2017,349.996,Petroleum Products,All
Orkney Islands,2017,81.779,Electricity,Domestic
Moray,2017,0,Manufactured Fuels,Industrial
South Ayrshire,2017,4.532,Petroleum Products,Rail
Moray,2017,1.281,Petroleum Products,Commercial
Renfrewshire,2017,1.38,Petroleum Products,Commercial
East Lothian,2017,965.57,Petroleum Products,All
City of Edinburgh,2017,19.589,Petroleum Products,Domestic
Shetland Islands,2017,3.781,Bioenergy & Wastes,Commercial
Orkney Islands,2017,3.003,Bioenergy & Wastes,Road Transport
East Lothian,2017,770.827,Gas,All
Aberdeenshire,2017,2486.188,Petroleum Products,Road Transport
Aberdeenshire,2017,42.251,Petroleum Products,Rail
Aberdeenshire,2017,1411.446,Gas,All
Falkirk,2017,0.429,Coal,Rail
Falkirk,2017,8.854,Bioenergy & Wastes,Domestic
Falkirk,2017,434.126,Electricity,Industrial & Commercial
Midlothian,2017,0.681,Coal,Public Sector
Shetland Islands,2017,167.253,Petroleum Products,Road Transport
Scottish Borders,2017,96.182,Petroleum Products,Industrial
South Lanarkshire,2017,17.163,Coal,All
Shetland Islands,2017,247.171,All,Industrial & Commercial
Falkirk,2017,0,Bioenergy & Wastes,Commercial
Aberdeenshire,2017,6631.905,All,All
South Lanarkshire,2017,0.521,Coal,Public Sector
South Lanarkshire,2017,2612.233,All,Domestic
South Lanarkshire,2017,2.812,Petroleum Products,Commercial
Falkirk,2017,0,Bioenergy & Wastes,Industrial
Falkirk,2017,629.469,Manufactured Fuels,All
Aberdeenshire,2017,3765.037,Petroleum Products,All
Inverclyde,2017,0.549,Coal,All
Midlothian,2017,12.046,Coal,All
Aberdeen City,2017,15.452,Bioenergy & Wastes,Domestic
Midlothian,2017,22.96,Petroleum Products,Agriculture
South Lanarkshire,2017,29.23,Petroleum Products,Rail
South Lanarkshire,2017,376.723,Electricity,Industrial
Inverclyde,2017,0.043,Coal,Industrial
Inverclyde,2017,4.986,Bioenergy & Wastes,Domestic
Highland,2017,7.695,Petroleum Products,Commercial
Moray,2017,131.587,Petroleum Products,Domestic
Midlothian,2017,580.036,All,Transport
Aberdeenshire,2017,566.374,Electricity,Domestic
Falkirk,2017,13834.491,Petroleum Products,Industrial
South Lanarkshire,2017,6925.261,All,All
Scottish Borders,2017,0,Coal,Rail
Scottish Borders,2017,0.239,Coal,Commercial
Shetland Islands,2017,0.268,Petroleum Products,Public Sector
Midlothian,2017,0.265,Coal,Commercial
Falkirk,2017,0,Coal,Industrial
Aberdeen City,2017,97.017,Bioenergy & Wastes,All
Aberdeenshire,2017,137.447,Bioenergy & Wastes,All
South Lanarkshire,2017,114.366,Bioenergy & Wastes,All
Midlothian,2017,1752.059,All,All
Falkirk,2017,22.88,Petroleum Products,Domestic
Falkirk,2017,301.009,Gas,Industrial
Falkirk,2017,18039.752,All,All
Aberdeenshire,2017,1.1,Petroleum Products,Public Sector
North Ayrshire,2017,2.141,Petroleum Products,Rail
Falkirk,2017,1373.258,Gas,All
Stirling,2017,1063.744,All,Transport
Aberdeenshire,2017,45.658,Coal,All
Stirling,2017,18.52,Petroleum Products,Rail
North Ayrshire,2017,0.279,Petroleum Products,Public Sector
Aberdeenshire,2017,550.873,Petroleum Products,Domestic
Aberdeen City,2017,0.509,Coal,Commercial
Falkirk,2017,275.139,Electricity,Industrial
Moray,2017,793.821,All,Domestic
Shetland Islands,2017,69.518,Petroleum Products,Industrial
Aberdeen City,2017,2363.251,Gas,All
Scottish Borders,2017,199.27,Gas,Industrial
Scottish Borders,2017,186.083,Petroleum Products,Domestic
Inverclyde,2017,438.75,All,Transport
Aberdeen City,2017,316.693,Gas,Commercial
Midlothian,2017,0,Coal,Rail
North Ayrshire,2017,0.186,Coal,Public Sector
South Lanarkshire,2017,0.167,Coal,Commercial
Falkirk,2017,2.106,Coal,Domestic
Shetland Islands,2017,367.585,Petroleum Products,All
South Lanarkshire,2017,0,Coal,Rail
Midlothian,2017,7.563,Bioenergy & Wastes,Commercial
Falkirk,2017,0.039,Coal,Commercial
Falkirk,2017,15283.293,Petroleum Products,All
Falkirk,2017,45.228,Bioenergy & Wastes,All
Aberdeen City,2017,31.166,Bioenergy & Wastes,Industrial
Aberdeen City,2017,2.484,Coal,Public Sector
Highland,2017,3554.526,Petroleum Products,All
Inverclyde,2017,0.156,Manufactured Fuels,Industrial
Highland,2017,2224.666,Petroleum Products,Road Transport
South Lanarkshire,2017,217.687,Electricity,Commercial
Aberdeen City,2017,391.024,Electricity,Domestic
South Lanarkshire,2017,1641.818,All,Industrial & Commercial
Scottish Borders,2017,72.299,Bioenergy & Wastes,Industrial
Aberdeen City,2017,17.949,Petroleum Products,Public Sector
North Ayrshire,2017,620.666,Bioenergy & Wastes,Commercial
Highland,2017,620.983,Bioenergy & Wastes,Industrial
Aberdeen City,2017,0,Coal,Agriculture
Inverclyde,2017,0.146,Petroleum Products,Rail
South Lanarkshire,2017,594.41,Electricity,Industrial & Commercial
South Lanarkshire,2017,582.022,Electricity,Domestic
Scottish Borders,2017,812.358,Gas,All
Scottish Borders,2017,67.419,Coal,All
Shetland Islands,2017,68.122,Petroleum Products,Agriculture
Highland,2017,339.797,Electricity,Commercial
Scottish Borders,2017,19.396,Bioenergy & Wastes,Domestic
East Lothian,2017,13.794,Bioenergy & Wastes,Domestic
South Ayrshire,2017,1.731,Petroleum Products,Commercial
Orkney Islands,2017,13.444,Bioenergy & Wastes,All
Renfrewshire,2017,1.442,Petroleum Products,Rail
City of Edinburgh,2017,3.701,Petroleum Products,Public Sector
Orkney Islands,2017,74.358,Petroleum Products,Domestic
Shetland Islands,2017,8.127,Coal,All
Orkney Islands,2017,118.404,All,Transport
Renfrewshire,2017,37.047,Bioenergy & Wastes,All
Renfrewshire,2017,0,Bioenergy & Wastes,Industrial
Aberdeen City,2017,7.133,Manufactured Fuels,Industrial
East Renfrewshire,2017,7.387,Bioenergy & Wastes,Domestic
Aberdeen City,2017,4.207,Manufactured Fuels,Domestic
Aberdeen City,2017,0,Coal,Rail
South Ayrshire,2017,190.79,Gas,Commercial
East Renfrewshire,2017,0,Coal,Rail
Orkney Islands,2017,115.4,Petroleum Products,Road Transport
Shetland Islands,2017,19.758,Bioenergy & Wastes,All
Aberdeen City,2017,11.845,Petroleum Products,Agriculture
Highland,2017,14.975,Coal,Domestic
Aberdeen City,2017,341.864,Petroleum Products,Industrial
Highland,2017,1924.845,All,Domestic
Highland,2017,51.881,Petroleum Products,Rail
South Lanarkshire,2017,1176.433,Electricity,All
South Lanarkshire,2017,12.37,Coal,Industrial
Aberdeen City,2017,2.743,Petroleum Products,Commercial
Scottish Borders,2017,7.149,Manufactured Fuels,Domestic
Highland,2017,35.389,Petroleum Products,Public Sector
Aberdeen City,2017,269.736,Electricity,Commercial
Inverclyde,2017,313.958,Electricity,All
Highland,2017,2337.21,All,Transport
South Lanarkshire,2017,0.645,Petroleum Products,Public Sector
Highland,2017,3294.05,All,Industrial & Commercial
Aberdeen City,2017,25.554,Coal,All
Aberdeen City,2017,736.533,Electricity,Industrial & Commercial
Scottish Borders,2017,521.256,Gas,Domestic
Aberdeen City,2017,11.34,Manufactured Fuels,All
Aberdeen City,2017,1468.104,Petroleum Products,All
Highland,2017,51.467,Bioenergy & Wastes,Domestic
North Ayrshire,2017,10.783,Bioenergy & Wastes,Domestic
Inverclyde,2017,0.477,Coal,Domestic
Aberdeen City,2017,2198.874,All,Industrial & Commercial
Aberdeen City,2017,1062.242,Petroleum Products,Road Transport
North Ayrshire,2017,980.526,Gas,Industrial
Aberdeen City,2017,5092.824,All,All
North Ayrshire,2017,772.695,Gas,Domestic
Highland,2017,51.52,Coal,Industrial
Highland,2017,1163.214,Gas,All
Highland,2017,588.043,Electricity,Industrial
Inverclyde,2017,0,Coal,Agriculture
South Lanarkshire,2017,2576.181,Petroleum Products,Road Transport
Aberdeen City,2017,1101.714,All,Transport
Highland,2017,176.008,Gas,Commercial
Highland,2017,381.929,Gas,Industrial
North Ayrshire,2017,4.048,Coal,All
Fife,2017,8099.874,All,Industrial & Commercial
East Ayrshire,2017,914.126,All,Transport
Fife,2017,26.139,Manufactured Fuels,All
Clackmannanshire,2017,1.072,Coal,Domestic
Fife,2017,366.768,Gas,Commercial
East Ayrshire,2017,6.134,Manufactured Fuels,Domestic
Fife,2017,13.765,Manufactured Fuels,Industrial
Angus,2017,118.801,Petroleum Products,Domestic
Clackmannanshire,2017,140.596,Electricity,Industrial
East Ayrshire,2017,53.718,Coal,Industrial
North Lanarkshire,2017,0.688,Bioenergy & Wastes,Industrial
Angus,2017,176.874,Electricity,Industrial
Fife,2017,3476.165,Gas,All
East Dunbartonshire,2017,0,Bioenergy & Wastes,Industrial
Angus,2017,1.436,Petroleum Products,Commercial
Fife,2017,38.524,Bioenergy & Wastes,Domestic
Clackmannanshire,2017,307.548,Gas,Domestic
East Dunbartonshire,2017,0.249,Petroleum Products,Public Sector
Angus,2017,37.893,Petroleum Products,Rail
East Dunbartonshire,2017,103.117,Gas,Industrial
Clackmannanshire,2017,221.838,Electricity,Industrial & Commercial
Clackmannanshire,2017,1.012,Manufactured Fuels,Industrial
Clackmannanshire,2017,25.072,Petroleum Products,Industrial
East Dunbartonshire,2017,0.006,Coal,Commercial
East Dunbartonshire,2017,8.65,Petroleum Products,Domestic
Angus,2017,582.293,Gas,Domestic
East Ayrshire,2017,37.166,Petroleum Products,Domestic
East Dunbartonshire,2017,106.747,Electricity,Industrial
Clackmannanshire,2017,2.808,Manufactured Fuels,All
East Dunbartonshire,2017,1812.327,All,All
East Dunbartonshire,2017,7.367,Petroleum Products,Rail
West Dunbartonshire,2017,0,Coal,Agriculture
Clackmannanshire,2017,5.64,Bioenergy & Wastes,Domestic
Clackmannanshire,2017,0,Coal,Agriculture
East Dunbartonshire,2017,447.454,Petroleum Products,Road Transport
Clackmannanshire,2017,0,Coal,Rail
East Dunbartonshire,2017,2.22,Coal,Industrial
East Dunbartonshire,2017,1.238,Coal,Domestic
East Dunbartonshire,2017,18.451,Bioenergy & Wastes,All
West Dunbartonshire,2017,8.056,Petroleum Products,Agriculture
East Ayrshire,2017,6.134,Manufactured Fuels,All
Dumfries and Galloway,2017,2154.01,Petroleum Products,Road Transport
West Dunbartonshire,2017,0,Coal,Rail
Dumfries and Galloway,2017,0,Coal,Rail
Dumfries and Galloway,2017,19.692,Manufactured Fuels,All
East Dunbartonshire,2017,47.52,Gas,Commercial
Dumfries and Galloway,2017,252.677,Petroleum Products,Domestic
East Dunbartonshire,2017,515.75,Petroleum Products,All
East Dunbartonshire,2017,971.646,All,Domestic
East Dunbartonshire,2017,776.814,Gas,Domestic
Clackmannanshire,2017,0.052,Petroleum Products,Public Sector
East Dunbartonshire,2017,12.232,Bioenergy & Wastes,Road Transport
Clackmannanshire,2017,81.242,Electricity,Commercial
East Dunbartonshire,2017,42.02,Petroleum Products,Industrial
North Lanarkshire,2017,73.485,Bioenergy & Wastes,Road Transport
East Dunbartonshire,2017,345.149,Electricity,All
East Ayrshire,2017,1112.434,Petroleum Products,All
Fife,2017,2.339,Petroleum Products,Public Sector
East Dunbartonshire,2017,61.683,Electricity,Commercial
Angus,2017,109.597,Petroleum Products,Industrial
East Ayrshire,2017,4.417,Petroleum Products,Rail
West Dunbartonshire,2017,0.009,Coal,Commercial
Angus,2017,86.544,Petroleum Products,Agriculture
Angus,2017,279.08,Electricity,Industrial & Commercial
West Dunbartonshire,2017,14.019,Bioenergy & Wastes,Road Transport
Clackmannanshire,2017,10.247,Petroleum Products,Agriculture
North Lanarkshire,2017,3173.912,Petroleum Products,All
Clackmannanshire,2017,0.029,Coal,Public Sector
East Ayrshire,2017,0.597,Coal,Public Sector
East Ayrshire,2017,214.458,Gas,Industrial
Clackmannanshire,2017,0.528,Petroleum Products,Commercial
Dumfries and Galloway,2017,0.43,Coal,Commercial
East Dunbartonshire,2017,3.468,Coal,All
East Dunbartonshire,2017,9.27,Petroleum Products,Agriculture
Clackmannanshire,2017,308.395,Electricity,All
East Dunbartonshire,2017,6.218,Bioenergy & Wastes,Domestic
Dumfries and Galloway,2017,33.017,Coal,Industrial
Dumfries and Galloway,2017,1894.165,All,Industrial & Commercial
Dumfries and Galloway,2017,2231.197,All,Transport
Dundee City,2017,19.468,Bioenergy & Wastes,Road Transport
East Dunbartonshire,2017,2.058,Manufactured Fuels,All
Dundee City,2017,1133.902,All,Industrial & Commercial
Dumfries and Galloway,2017,514.799,Petroleum Products,Agriculture
Dumfries and Galloway,2017,30.029,Bioenergy & Wastes,Domestic
Dundee City,2017,133.594,Electricity,Commercial
Dumfries and Galloway,2017,331.464,Electricity,Domestic
Dumfries and Galloway,2017,8.765,Coal,Domestic
Dundee City,2017,649.891,Electricity,All
Dumfries and Galloway,2017,139.741,Petroleum Products,Industrial
Dundee City,2017,1.497,Petroleum Products,Commercial
Dumfries and Galloway,2017,43.734,Coal,All
Dundee City,2017,22.394,Bioenergy & Wastes,All
Dundee City,2017,0.17,Coal,Domestic
Dundee City,2017,231.194,Electricity,Industrial
East Dunbartonshire,2017,2.006,Manufactured Fuels,Domestic
East Ayrshire,2017,99.368,Petroleum Products,Agriculture
East Dunbartonshire,2017,0,Coal,Agriculture
Dumfries and Galloway,2017,2.936,Petroleum Products,Commercial
Dumfries and Galloway,2017,875.181,Electricity,All
East Ayrshire,2017,886.512,Petroleum Products,Road Transport
Dundee City,2017,285.103,Electricity,Domestic
North Lanarkshire,2017,308.917,Petroleum Products,Industrial
Dundee City,2017,0.767,Petroleum Products,Public Sector
Dumfries and Galloway,2017,53.768,Bioenergy & Wastes,Road Transport
Dumfries and Galloway,2017,25.76,Bioenergy & Wastes,Commercial
East Dunbartonshire,2017,176.72,Electricity,Domestic
North Lanarkshire,2017,27.319,Petroleum Products,Agriculture
Dumfries and Galloway,2017,8.704,Manufactured Fuels,Industrial
Dumfries and Galloway,2017,3088.237,Petroleum Products,All
East Ayrshire,2017,0,Coal,Rail
Dundee City,2017,0.001,Coal,Public Sector
East Dunbartonshire,2017,0.003,Coal,Public Sector
Dumfries and Galloway,2017,344.595,Electricity,Industrial
Dundee City,2017,5.566,Petroleum Products,Domestic
East Ayrshire,2017,1008.484,All,Domestic
Dundee City,2017,86.753,Petroleum Products,Industrial
Dumfries and Galloway,2017,0,Coal,Agriculture
Dumfries and Galloway,2017,10.989,Manufactured Fuels,Domestic
Dundee City,2017,1.072,Petroleum Products,Agriculture
Dundee City,2017,743.718,All,Transport
Dundee City,2017,0,Coal,Commercial
Dundee City,2017,0.001,Bioenergy & Wastes,Industrial
North Lanarkshire,2017,0.037,Coal,Commercial
Dundee City,2017,0,Manufactured Fuels,Industrial
West Dunbartonshire,2017,0.018,Coal,Public Sector
Angus,2017,24.426,Bioenergy & Wastes,Road Transport
Clackmannanshire,2017,256.698,Petroleum Products,Road Transport
Dundee City,2017,214.206,Gas,Commercial
Dundee City,2017,819.905,Petroleum Products,All
Dumfries and Galloway,2017,23.418,Petroleum Products,Rail
Dundee City,2017,2.925,Bioenergy & Wastes,Domestic
Dundee City,2017,766.61,Gas,Domestic
Dundee City,2017,2938.745,All,All
Dumfries and Galloway,2017,1207.458,Gas,All
Dundee City,2017,0,Coal,Agriculture
North Lanarkshire,2017,3.829,Coal,All
Dundee City,2017,11.29,Petroleum Products,Rail
Dundee City,2017,364.787,Electricity,Industrial & Commercial
Dumfries and Galloway,2017,5381.032,All,All
Dundee City,2017,0,Coal,Industrial
Dumfries and Galloway,2017,0.655,Petroleum Products,Public Sector
Dumfries and Galloway,2017,400.941,Gas,Industrial
East Ayrshire,2017,133.958,Bioenergy & Wastes,Industrial
North Lanarkshire,2017,3.184,Petroleum Products,Commercial
Dundee City,2017,0.751,Manufactured Fuels,Domestic
Dumfries and Galloway,2017,37.173,Bioenergy & Wastes,Industrial
Dumfries and Galloway,2017,1255.67,All,Domestic
West Dunbartonshire,2017,0.184,Coal,All
Dumfries and Galloway,2017,621.747,Gas,Domestic
West Lothian,2017,13.416,Petroleum Products,Rail
East Lothian,2017,2978.405,All,All
West Lothian,2017,7.281,Manufactured Fuels,All
Glasgow City,2017,3461.336,Petroleum Products,All
East Lothian,2017,169.79,Bioenergy & Wastes,All
West Lothian,2017,27.261,Petroleum Products,Domestic
Glasgow City,2017,1.111,Coal,Domestic
West Lothian,2017,1476.501,Petroleum Products,Road Transport
Glasgow City,2017,0,Bioenergy & Wastes,Industrial
Glasgow City,2017,0,Bioenergy & Wastes,Commercial
Glasgow City,2017,1520.984,Gas,Industrial
Glasgow City,2017,300.063,Petroleum Products,Industrial
Renfrewshire,2017,0.789,Petroleum Products,Public Sector
Glasgow City,2017,0,Coal,Industrial
West Dunbartonshire,2017,0,Bioenergy & Wastes,Commercial
Renfrewshire,2017,1.678,Manufactured Fuels,Domestic
Glasgow City,2017,11514.205,All,All
North Lanarkshire,2017,797.033,Electricity,Industrial & Commercial
Glasgow City,2017,4.068,Petroleum Products,Agriculture
Renfrewshire,2017,1.678,Manufactured Fuels,All
Renfrewshire,2017,0,Manufactured Fuels,Industrial
West Dunbartonshire,2017,0.811,Petroleum Products,Commercial
West Dunbartonshire,2017,0.567,Manufactured Fuels,All
Glasgow City,2017,3118.157,Petroleum Products,Road Transport
North Lanarkshire,2017,16.267,Manufactured Fuels,Industrial
West Lothian,2017,252.131,Gas,Commercial
West Dunbartonshire,2017,1.688,Bioenergy & Wastes,Domestic
West Lothian,2017,0,Coal,Agriculture
West Dunbartonshire,2017,142.68,Electricity,Domestic
West Dunbartonshire,2017,531.832,All,Transport
Glasgow City,2017,3213.423,All,Transport
North Lanarkshire,2017,505.141,Electricity,Industrial
North Lanarkshire,2017,24.362,Manufactured Fuels,All
Renfrewshire,2017,1054.195,Gas,Domestic
Angus,2017,935.556,Petroleum Products,Road Transport
West Lothian,2017,343.834,Electricity,Industrial
North Lanarkshire,2017,28.851,Bioenergy & Wastes,Domestic
Glasgow City,2017,672.31,Electricity,Commercial
Glasgow City,2017,1163.48,Electricity,Industrial
Glasgow City,2017,2923.214,Gas,Domestic
Glasgow City,2017,0,Coal,Rail
West Dunbartonshire,2017,0.156,Coal,Domestic
West Lothian,2017,0.617,Petroleum Products,Public Sector
Renfrewshire,2017,306.96,Electricity,Industrial
West Dunbartonshire,2017,123.106,Electricity,Industrial
West Dunbartonshire,2017,497.33,Gas,Domestic
North Lanarkshire,2017,31.964,Petroleum Products,Domestic
North Lanarkshire,2017,2910.874,Gas,All
West Dunbartonshire,2017,516.835,Petroleum Products,Road Transport
North Lanarkshire,2017,539.836,Electricity,Domestic
West Lothian,2017,198.682,Electricity,Commercial
West Lothian,2017,0,Bioenergy & Wastes,Industrial
Glasgow City,2017,8.071,Petroleum Products,Commercial
West Dunbartonshire,2017,0.107,Manufactured Fuels,Industrial
West Lothian,2017,13.974,Bioenergy & Wastes,Domestic
West Lothian,2017,2.115,Petroleum Products,Commercial
East Lothian,2017,108.571,Electricity,Commercial
Glasgow City,2017,5145.129,Gas,All
West Dunbartonshire,2017,7.537,Petroleum Products,Domestic
East Lothian,2017,187.889,Electricity,Industrial
West Lothian,2017,0.05,Coal,Commercial
Glasgow City,2017,2.263,Manufactured Fuels,Domestic
Angus,2017,2802.052,All,All
East Lothian,2017,580.396,Coal,All
Renfrewshire,2017,177.375,Electricity,Commercial
West Lothian,2017,1400.594,All,Domestic
West Lothian,2017,1069.213,Gas,Domestic
West Dunbartonshire,2017,0.978,Petroleum Products,Rail
West Dunbartonshire,2017,1643.251,All,All
Angus,2017,8.112,Coal,Industrial
Angus,2017,12.266,Coal,All
West Lothian,2017,1680.635,Petroleum Products,All
North Lanarkshire,2017,0,Coal,Rail
West Lothian,2017,1868.455,Gas,All
Glasgow City,2017,12.749,Petroleum Products,Rail
West Dunbartonshire,2017,15.706,Bioenergy & Wastes,All
Glasgow City,2017,3925.297,All,Domestic
West Dunbartonshire,2017,0.461,Manufactured Fuels,Domestic
West Dunbartonshire,2017,69.264,Gas,Commercial
East Lothian,2017,845.441,All,Transport
North Lanarkshire,2017,284.312,Gas,Commercial
West Dunbartonshire,2017,572.977,Petroleum Products,All
North Lanarkshire,2017,291.892,Electricity,Commercial
Glasgow City,2017,4.563,Petroleum Products,Public Sector
Renfrewshire,2017,0.025,Coal,Public Sector
West Lothian,2017,0,Bioenergy & Wastes,Commercial
Glasgow City,2017,7.597,Bioenergy & Wastes,Domestic
Glasgow City,2017,0,Coal,Commercial
West Lothian,2017,1528.752,All,Transport
North Lanarkshire,2017,0.559,Coal,Industrial
West Lothian,2017,1.764,Coal,Industrial
Glasgow City,2017,1.015,Manufactured Fuels,Industrial
Renfrewshire,2017,1173.902,Petroleum Products,Road Transport
Clackmannanshire,2017,0.247,Petroleum Products,Rail
East Dunbartonshire,2017,0.739,Petroleum Products,Commercial
Clackmannanshire,2017,86.557,Electricity,Domestic
East Dunbartonshire,2017,467.053,All,Transport
North Lanarkshire,2017,7553.348,All,All
Clackmannanshire,2017,0.033,Coal,Commercial
East Ayrshire,2017,0,Coal,Agriculture
Clackmannanshire,2017,12.558,Bioenergy & Wastes,All
Clackmannanshire,2017,301.893,Petroleum Products,All
Clackmannanshire,2017,1.796,Manufactured Fuels,Domestic
Angus,2017,1289.989,Petroleum Products,All
Angus,2017,230.544,Gas,Industrial
West Lothian,2017,38.835,Bioenergy & Wastes,Road Transport
West Lothian,2017,547.112,Gas,Industrial
East Dunbartonshire,2017,927.451,Gas,All
East Ayrshire,2017,752.553,Gas,Domestic
Angus,2017,106.244,Gas,Commercial
East Dunbartonshire,2017,168.43,Electricity,Industrial & Commercial
West Lothian,2017,1.888,Coal,Domestic
East Lothian,2017,0.214,Coal,Public Sector
East Lothian,2017,5.516,Manufactured Fuels,All
East Lothian,2017,49.315,Petroleum Products,Domestic
Renfrewshire,2017,375.249,Gas,Industrial
North Lanarkshire,2017,3.149,Coal,Domestic
Renfrewshire,2017,172.93,Gas,Commercial
North Lanarkshire,2017,8.095,Manufactured Fuels,Domestic
Renfrewshire,2017,1602.374,Gas,All
Glasgow City,2017,4375.485,All,Industrial & Commercial
East Lothian,2017,0.142,Petroleum Products,Public Sector
Glasgow City,2017,1.111,Coal,All
West Dunbartonshire,2017,461.566,All,Industrial & Commercial
East Lothian,2017,576.843,Coal,Industrial
East Lothian,2017,559.603,Gas,Domestic
Glasgow City,2017,0,Coal,Public Sector
West Lothian,2017,826.683,Electricity,All
